Identifier	Character	Dialogue	Filename	Line Number
act3_scene16_f76a9b30	manali	But why did he have to say it, Sir?	game/scripts/act3.rpy	709
act3_scene16_720fbf83	manali	He could just say he's not married, that's all, there was no need to talk about this...{w=0.5}thing.	game/scripts/act3.rpy	711
act3_scene16_755e06eb	manali	That's {i}his{/i} fault.	game/scripts/act3.rpy	713
act3_scene16_a38807e2		Being gay?	game/scripts/act3.rpy	715
act3_scene16_5c24d7d1	narration	She blushes again.	game/scripts/act3.rpy	719
act3_scene16_407c0038	manali	No, Sir, not that! {w=0.5}Maybe. {w=0.5}I don't know.	game/scripts/act3.rpy	721
act3_scene16_a6448d4a	manali	But telling us, that's his fault.	game/scripts/act3.rpy	723
act3_scene16_6314cf17		So you prefer lies, or else you mock people?	game/scripts/act3.rpy	725
act3_scene16_3199f08d_1	manali	No, Sir.	game/scripts/act3.rpy	727
act3_scene16_0e7b4d24		This needs to stop, Manali, is this clear?	game/scripts/act3.rpy	729
act3_scene16_9864f270	manali	Yes, Abhay Sir, I will stop.	game/scripts/act3.rpy	731
act3_scene16_02b77d0e		And work with him, in peace and respect.	game/scripts/act3.rpy	733
act3_scene16_d7119da7	manali	I will do my best, Sir.	game/scripts/act3.rpy	735
act3_scene16_8c7bb342	thinking	She'll do it, I'm confident about it.	game/scripts/act3.rpy	737
act3_scene16_f14b43a2	thinking	But things won't ever be the same with Donatello...	game/scripts/act3.rpy	741
act3_scene17_13f72f8a	priyanka	I don't care much, Abhay	game/scripts/act3.rpy	754
act3_scene17_f3f4bf9f		Then why? {w=0.25}Why you hurt someone if you don't care?	game/scripts/act3.rpy	758
act3_scene17_d4bffa16	priyanka	...	game/scripts/act3.rpy	760
act3_scene17_d4bffa16_1	priyanka	...	game/scripts/act3.rpy	762
act3_scene17_faf4b423	priyanka	He's betrayed us, Abhay{w=0.25}, that's why.	game/scripts/act3.rpy	766
act3_scene17_c710b930		You mean you thought he was an abusive man, and now that you find out that he's not what you thought...	game/scripts/act3.rpy	768
act3_scene17_580a28f6		You take this opportunity to bite him back?	game/scripts/act3.rpy	770
act3_scene17_f39dd675	priyanka	No, please, it's not that.	game/scripts/act3.rpy	772
act3_scene17_8a96f97e	priyanka	Of course he's been an idiot for a long time, that doesn't change the fact, but we thought he was like us, {w=0.25}normal.	game/scripts/act3.rpy	774
act3_scene17_16210638		My goodness, Priyanka, he {b}is{/b} normal, or maybe nobody is.	game/scripts/act3.rpy	776
act3_scene17_00d7e5f6	priyanka	This is difficult to accept, Abhay, what will I say to my family? {w=0.25}They will want me to move.	game/scripts/act3.rpy	778
act3_scene17_72c98384		So they were happy to let you stay when you stay when you were shamed for the way you dress.	game/scripts/act3.rpy	780
act3_scene17_b6d8eaa1		But they will want you to move is someone being honest with you in the company?	game/scripts/act3.rpy	782
act3_scene17_d0fdfb51	priyanka	Maybe, I don't need to tell them.	game/scripts/act3.rpy	784
act3_scene17_1b208b04		Maybe yes, Priyanka, and you need to accept him as he is, the way he is.	game/scripts/act3.rpy	786
act3_scene17_b96e955a	priyanka	...I will try my best, Abhay.	game/scripts/act3.rpy	788
act3_scene18_fa559f93		I must admit I was surprised by what you've done, Giti	game/scripts/act3.rpy	803
act3_scene18_7cb54b28	giti	No need for surprise, Abhay Sir.	game/scripts/act3.rpy	805
act3_scene18_afb80b8d		I mean, Donatello isn't exactly a nice person, he-	game/scripts/act3.rpy	807
act3_scene18_11bfb6a0	giti	He's not.	game/scripts/act3.rpy	809
act3_scene18_3ca55302	giti	But if we are never nice to mean people, that doesn't leave many people to be nice to.	game/scripts/act3.rpy	811
act3_scene18_85a6aca8		Ah! Ah!	game/scripts/act3.rpy	813
act3_scene18_7913da67		True, very true.	game/scripts/act3.rpy	815
act3_scene18_e99d6062	giti	I am not a learned person, Abhay Sir, but I know we are all the same, and all equal.	game/scripts/act3.rpy	817
act3_scene18_a6dc9335	giti	White{w=0.25}, black{w=0.25}, gay{w=0.25}, not gay{w=0.25}, it is not different, Sir.	game/scripts/act3.rpy	819
act3_scene18_a20cefa7		...	game/scripts/act3.rpy	821
act3_scene18_03e68113	giti	...	game/scripts/act3.rpy	823
act3_scene18_e291a6f6		What should I do, Giti?	game/scripts/act3.rpy	825
act3_scene18_6ea1656b	giti	Last year I had the same problem with the Transportation Department, Abhay Sir.	game/scripts/act3.rpy	827
act3_scene18_b9d9b808		And what did you do?	game/scripts/act3.rpy	829
act3_scene18_212e6b66	giti	I talked to them, {w=0.25}I said{w=0.25} "We need to respect each other"{w=0.25}, they stopped after that.	game/scripts/act3.rpy	831
act3_scene18_9988c0cc		If only that worked here.	game/scripts/act3.rpy	833
act3_scene18_205c9d69	giti	It can't, Abhay Sir, here it's too serious, and there's no policy to protect Donatello.	game/scripts/act3.rpy	835
act3_scene18_702580bc	giti	In the office, people won't do anything without a policy, it's not like in the Transportation Department.	game/scripts/act3.rpy	837
act3_scene18_856d0dac		Would he {i}want{/i} that?	game/scripts/act3.rpy	839
act3_scene18_0f914c90	giti	I will check, Abhay Sir.	game/scripts/act3.rpy	841
act3_scene19_ed227b4c	narration	The sound of the printer is relaxing sometimes, you think. You hear the sheets shuffle back and forth, as if the machine were purring. It smells of fresh ink, and of warm paper, lulling you to sleep.	game/scripts/act3.rpy	854
act3_scene19_824601cd	narration	You fight it to keep up with the day, drinking yet another cup of tea, surveilling the corridor through your open door.	game/scripts/act3.rpy	856
act3_scene19_67e1177e	narration	Seeing Donatello walk straight to your office wakes you up instantly.	game/scripts/act3.rpy	858
act3_scene19_0d27dd2f	thinking	Up to something again.	game/scripts/act3.rpy	862
act3_scene19_9f1ab0d3	thinking	I hope it's good...	game/scripts/act3.rpy	864
act3_scene19_f5fe16e3	donatello	It doesn't work, Abhay!	game/scripts/act3.rpy	866
act3_scene19_67a40433		What doesn't work?	game/scripts/act3.rpy	868
act3_scene19_6d93032b	donatello	Nothing does, warnings, talking to the people, nothing.	game/scripts/act3.rpy	870
act3_scene19_6f5d3403	donatello	They simply won’t accept me, and won’t work with me anymore. This is all falling apart!	game/scripts/act3.rpy	872
act3_scene19_ac2d78d9		And what's your solutionm then?	game/scripts/act3.rpy	874
act3_scene19_0c2674f6	donatello	You are the HR Manager, Abhay, this is your responsibility.	game/scripts/act3.rpy	876
act3_scene19_24be2b7e	donatello	But fortunately I spoke with Giti, and she gave me an idea.	game/scripts/act3.rpy	878
act3_scene19_bf5bb819		Tell me.	game/scripts/act3.rpy	880
act3_scene19_e7a00e41	donatello	We need a policy, an inclusive policy, which recognizes the rights of homosexual employees when they face discrimination, and gives them equal opportunities.	game/scripts/act3.rpy	882
act3_scene19_6cf30c44	donatello	If this becomes part of our policy, they will change, Abhay.	game/scripts/act3.rpy	884
act3_scene19_36db7e4c		I'm not sure I can, Donald, because-	game/scripts/act3.rpy	886
act3_scene19_4b58ab41	donatello	Because {i}what{/i}?!	game/scripts/act3.rpy	888
act3_scene19_c30fa8be	donatello	I will request it officially to the company headquarters.	game/scripts/act3.rpy	890
act3_scene19_265f9550	thinking	Would that be a solution ?	game/scripts/act3.rpy	892
act3_scene19_b2a32c0e	thinking	How will the others react to that?	game/scripts/act3.rpy	894
act3_scene19_010ceed5	thinking	Is that even legally possible?	game/scripts/act3.rpy	896
act3_scene20_e463cae0	narration	You write to M. Rajkumar, the company’s Lawyer, and explain him the situation so that he can give you his advice. He answers a few hours later.	game/scripts/act3.rpy	907
act3_scene20_98b920dd	mail	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Inclusive Policy Dear M. Chandrakant, Since homosexuality is criminal in India, it is not possible to implement a policy protecting it at the office, cadit quaestio, and casus belli henceforthwith. With my very best regards, M. Rajkumar	game/scripts/act3.rpy	909
act3_scene20_bf0cba1f	thinking	A tricky situation.	game/scripts/act3.rpy	917
act3_scene21_146554a2	thinking	Who do I want to talk to?	game/scripts/act3.rpy	929
act3_scene22_f9dabfeb	bapat	A policy?	game/scripts/act3.rpy	945
act3_scene22_c35b49ee	bapat	A {i}policy{/i}?! And why not a bonus!	game/scripts/act3.rpy	947
act3_scene22_1a100243		It's just to protect him, Bapat	game/scripts/act3.rpy	949
act3_scene22_ea2e8d66	bapat	Oh yes? {w=0.25}Special rights now. A schedule, why not!	game/scripts/act3.rpy	951
act3_scene22_fa97241f		You work here, Bapat, right?	game/scripts/act3.rpy	953
act3_scene22_c523f8de	bapat	I do, Abhay brother.	game/scripts/act3.rpy	955
act3_scene22_ff876115		So if a policy is implemented, and approved at the highest level, you will have no choice, will you?	game/scripts/act3.rpy	957
act3_scene22_70e4f682	bapat	No I won’t, but it won’t happen, you just wait until the new CEO comes!	game/scripts/act3.rpy	959
act3_scene22_ad338f4e		So you'll stay?	game/scripts/act3.rpy	961
act3_scene22_86a402ff	bapat	Yes of course, why would I leave? He wants my job now, this Donaldino?	game/scripts/act3.rpy	963
act3_scene22_39d007c3		See, the way you talk convinces me even more to draft it.	game/scripts/act3.rpy	965
act3_scene22_0ffe2a0c	bapat	Do whatever you want, Abhay, it won’t pass.	game/scripts/act3.rpy	967
act3_scene23_918f1ba1	manali	I thought about what you've said to me the other day, Abhay Sir.	game/scripts/act3.rpy	984
act3_scene23_30ef046b	manali	I thought a lot about all the situation with Donatello, Abhay Sir.	game/scripts/act3.rpy	986
act3_scene23_2a48282b		Oh yes?	game/scripts/act3.rpy	988
act3_scene23_b4d1659a	manali	Yes, and I think I want to change now, I have not been very nice.	game/scripts/act3.rpy	990
act3_scene23_1dbf6119		Yes, Manali, and thank you for this.	game/scripts/act3.rpy	992
act3_scene23_f71cb147		You would be OK with a policy protecting our employees from this kind of discrimination, then?	game/scripts/act3.rpy	994
act3_scene23_d32dabc3	manali	Yes, I would, Sir, since I'm doing it already.	game/scripts/act3.rpy	996
act3_scene24_d8a3c114		So here’s what I’m thinking, Priyanka.	game/scripts/act3.rpy	1012
act3_scene24_d2dc4d84		I could add an inclusivity clause to our policy to see that everyone is putting their best efforts into accepting each other, as they are.	game/scripts/act3.rpy	1014
act3_scene24_42953fc5	priyanka	But we already do, Abhay, as long as they’re not too-	game/scripts/act3.rpy	1016
act3_scene24_551bc44a		No you don’t, Priyanka, think about Donatello.	game/scripts/act3.rpy	1018
act3_scene24_41433419	priyanka	But he’s mean anyway, why protect him?	game/scripts/act3.rpy	1020
act3_scene24_fe0e7ee5		Because it’s not about him.	game/scripts/act3.rpy	1022
act3_scene24_a2b0ac95	priyanka	!	game/scripts/act3.rpy	1024
act3_scene24_06e43da2		It’s about everybody, people we don’t know yet, who will come in the future, and that the likes of Bapat will harass, and it’s about the image of our company.	game/scripts/act3.rpy	1026
act3_scene24_765dff8e	priyanka	But precisely, Abhay, the company’s image will suffer.	game/scripts/act3.rpy	1028
act3_scene24_306eaf1b		From {i}whom{/i}?	game/scripts/act3.rpy	1030
act3_scene24_3ae4fd27		We sell to the younger generations, don’t you think this can convey a positive message, I don’t know, like we’re Apple or something?	game/scripts/act3.rpy	1032
act3_scene24_577601d5	priyanka	Apple works with China, Abhay, and I am representative of the young generation.	game/scripts/act3.rpy	1034
act3_scene24_9064536b		All harassment is connected, Priyanka, you don’t get it.	game/scripts/act3.rpy	1036
act3_scene24_662100d6		Gay-shaming{w=0.25}, slut-shaming,{w=0.25} it’s the same!	game/scripts/act3.rpy	1038
act3_scene24_3fbfe956		You, of all people, are a victim of this frame of mind already, don’t you see it?	game/scripts/act3.rpy	1040
act3_scene24_f68613ac	priyanka	I will think about it, Abhay.	game/scripts/act3.rpy	1042
act3_scene25_fd6d7ace	giti	I have done my research, Abhay.	game/scripts/act3.rpy	1059
act3_scene25_4cf8d16e		What research, tell me?	game/scripts/act3.rpy	1061
act3_scene25_d24869f3	giti	The Penal Code says that homosexual sexual intercourse is illegal, not that being homosexual is criminal.	game/scripts/act3.rpy	1063
act3_scene25_b3f43ac7		But-	game/scripts/act3.rpy	1065
act3_scene25_79b0c864	giti	Wait, Abhay, wait. {w=0.25}Also I have seen that nowhere since 2013 this has been applied. {w=0.25}A policy is possible.	game/scripts/act3.rpy	1067
act3_scene25_9a4d4af3	giti	In fact, own own company CRYPTALOO, already has this policy in the USA, and for Europe too. Such a policy isn’t illegal, after all. You can make one, Abhay.	game/scripts/act3.rpy	1069
act3_scene25_2e47b272		And if I decide to make it, maybe I can just copy the international policy, and-	game/scripts/act3.rpy	1071
act3_scene25_b1eeb549	giti	Yes, Abhay, that’s a good idea.	game/scripts/act3.rpy	1073
act3_scene25_8061fc5b	thinking	Still, this is Giti talking, and she could be wrong in her interpretation of the law.	game/scripts/act3.rpy	1075
act3_scene25_10f15053	thinking	Should I check CRYPTALOO's international policy, or ask M. Rajkumar for his advice?	game/scripts/act3.rpy	1077
act3_scene26_3607d088	narration	You write to M. Rajkumar, the company’s Lawyer, and tell him what Giti’s just told you, asking for his advice.	game/scripts/act3.rpy	1091
act3_scene26_1ebb43d1	mail	rajkumarrajkumarltd@gmail.com To: abhay.chandrakant@cryptaloo.in Re: Re: Inclusive Policy Dear M. Chandrakant, Technically, your colleague is right, the Indian Penal Code only forbids the sexual intercourse de jure, not the fact of declaring oneself homosexual, which would be doli incapax, but we all know that there cannot be one without the other. Further, it is not because a Law hasn’t been applied that it is invalid, a vote must first happen to change, or cancel the Law accordingly so that you would always take a risk for the future of the company by drafting, and implementing this policy, which I don’t recommend. With my very best regards, M. Rajkumar	game/scripts/act3.rpy	1093
act3_scene26_bf8178ba	thinking	What should I do?	game/scripts/act3.rpy	1101
act3_scene27_53c53f8a	narration	You can’t believe what you find when you finally receive the international inclusivity policy from CRYPTALOO’s headquarters.{p} Not only is discrimination on the basis of sexual orientation forbidden, but it is severely punished as well, a rightful cause of the work contract’s termination, as is the protection of the person’s privacy.	game/scripts/act3.rpy	1112
act3_scene27_b96819ec	narration	There’s a lot more in this document, but you prefer to take one step at a time. You copy the international policy into the branch’s policy, and send it off to the whole comapny by email. Later, you forward this email to the new CEO.	game/scripts/act3.rpy	1115
act3_scene27_2bdcdf4d	narration		game/scripts/act3.rpy	1117
act3_scene28_a4125c59	narration	Now that a policy has been passed, effective immediately, nobody dares harass Donatello anymore.{p} Some employees have sent emails to complain about you, and threatened to leave.{p} They’ve even found the new CEO’s email, and forwarded their complaints there. Let’s hope this move will be appreciated. Else you’re in big, big trouble.	game/scripts/act3.rpy	1126
act4_ed6c8130	thinking	The issues have been piling up lately, forcing me to take difficult decisions.	game/scripts/act4.rpy	25
act4_be18a52b	thinking	It's maybe for the best, as all these decisions are slowly shaping a new work environment for everyone.	game/scripts/act4.rpy	27
act4_8591376b	thinking	An environment that I've chosen.	game/scripts/act4.rpy	29
act4_8eb62f02	thinking	Of course, I've pushed the employees one way or another, and the atmosphere is now tenser than before.	game/scripts/act4.rpy	31
act4_edf9b928	thinking	Which is why I thought it would be a good idea to copy our competitor BUNGALOO and invite a Brahmin to bless the office.	game/scripts/act4.rpy	33
act4_04260de7	thinking	Nothing like a joyful, and beautiful ceremony to rekindle the bonding.	game/scripts/act4.rpy	35
act4_c34de379	narration	 Just as you’re imagining the ceremony, smiling to yourself, you notice Giti waiting for you by your office’s door with a grim expression.	game/scripts/act4.rpy	37
act4_234af237	thinking	What now?	game/scripts/act4.rpy	41
act4_2ceb3592	narration	You let her in, and she starts talking straight away.	game/scripts/act4.rpy	43
act4_3d6a3056	giti	Abhay Sir, this is because of the ceremony.	game/scripts/act4.rpy	45
act4_c6f4c5b2		Oh yes, Giti! {w=0.25}It's going to be great!	game/scripts/act4.rpy	47
act4_fc74609c	giti	Abhay Sir, maybe you forgot, I am Muslim.	game/scripts/act4.rpy	49
act4_6b406400	thinking	{b}Of course{/b}, how could I have forgotten?	game/scripts/act4.rpy	51
act4_cf860d52		My goodness, that's true! {w=0.25}Let's-	game/scripts/act4.rpy	53
act4_faad91b8	giti	I cannot participate, Abhay Sir, these are not my beliefs.	game/scripts/act4.rpy	55
act4_scene2_2802707f	thinking	So she doesn't want to participate... {w=0.25}well, {w=0.25}I know exactly what to do.	game/scripts/act4.rpy	65
act4_scene3_14a20ea0	narration	To find the true feelings of your employees on such a delicate matter, you don't think that calling people to your office is the best idea.	game/scripts/act4.rpy	79
act4_scene3_2b612ad5	narration	You decide to use the meeting room as a more neutral place for informal discussions.	game/scripts/act4.rpy	81
act4_scene3_d686431d	narration	You move to the meeting room with a pen, and a piece of paper, you want this to be as informal as possible, but you need to hear what they think about the situation.	game/scripts/act4.rpy	83
act4_employees_9f4b779c	thinking	This is a delicate matter, who will I hear out?	game/scripts/act4.rpy	87
act4_scene4_a7c31b69	bapat	Abhay, it will ruin the ceremony if she doesn’t come!	game/scripts/act4.rpy	118
act4_scene4_6815f5d1	bapat	It's either all of us, or none of us.	game/scripts/act4.rpy	120
act4_scene4_e050ffd6		But Bapat, she's not Hindu.	game/scripts/act4.rpy	122
act4_scene4_5ba66200	bapat	Hindu, or not, Abhay, it's not the point, it's being together for the company.	game/scripts/act4.rpy	124
act4_scene4_3b443a7e	bapat	How can she exclude herself, and still pretend she's working with us?	game/scripts/act4.rpy	126
act4_scene4_ec87e755		Well, technically, Bapat, we also exclude her by having a Hindu ceremony.	game/scripts/act4.rpy	128
act4_scene4_1480c166	bapat	No, no, Abhay, you don't get it, it's not about religion, it's about the team spirit.	game/scripts/act4.rpy	130
act4_scene4_b60d77b7	bapat	You know how much it matters to me.	game/scripts/act4.rpy	132
act4_scene4_3facd64b		Indeed.	game/scripts/act4.rpy	134
act4_scene4_5d893d49		You have proven it {i}quite a lot{/i} these last few days...	game/scripts/act4.rpy	136
act4_scene4_bf43f061	bapat	Yes, Abhay, you know me well.	game/scripts/act4.rpy	138
act4_scene4_3d3ba6b5		So what would you advise me?	game/scripts/act4.rpy	140
act4_scene4_e3601b9d	bapat	Tell her that she's fired if she doesn't come, it's the only way, Abhay.	game/scripts/act4.rpy	142
act4_scene4_e1decec1	thinking	Should I listen to his advice?	game/scripts/act4.rpy	144
act4_scene5_404e8e32	priyanka	We can't have this, Abhay.	game/scripts/act4.rpy	156
act4_scene5_8ed8db29		And why not?	game/scripts/act4.rpy	158
act4_scene5_bb3b6562		Why not respect her religion?	game/scripts/act4.rpy	160
act4_scene5_25ca4548	priyanka	This is India, Abhay, the Motherland, this is a Hindu country.	game/scripts/act4.rpy	162
act4_scene5_7b18b96c	priyanka	Everyone has to accept, or to leave, Abhay, this is as much a part of being Indian as knowing the language, or the National Anthem.	game/scripts/act4.rpy	164
act4_scene5_f8a9a7b9		You-{w=0.25}{nw}	game/scripts/act4.rpy	166
act4_scene5_8395ecb7	priyanka	She can have her religion of course, but this is a public function, that she has to attend.	game/scripts/act4.rpy	168
act4_scene5_1a90801a		You know that India is a secular country, don't you?	game/scripts/act4.rpy	170
act4_scene5_83b7042f	priyanka	This has nothing to do with that, Abhay, this is official business.	game/scripts/act4.rpy	172
act4_scene5_0df5e35a		I've heard you, Priyanka.	game/scripts/act4.rpy	174
act4_scene5_8669e386		*sigh* Let me consider it.	game/scripts/act4.rpy	176
act4_scene5_921e49e4	thinking	Should I listen to her advice?	game/scripts/act4.rpy	180
act4_scene6_d5fc4a7f	donatello	This is tricky, Abhay.	game/scripts/act4.rpy	190
act4_scene6_d4bee50f	donatello	The others won't understand if she won't come, but if you force her, she will snap.	game/scripts/act4.rpy	192
act4_scene6_77ee0e82		Exactly.	game/scripts/act4.rpy	194
act4_scene6_dae338e8	donatello	Still, if you want this to be an opportunity to unite the employees, it needs to happen.	game/scripts/act4.rpy	196
act4_scene6_2efaa284	donatello	So I really don't know what to advise you.	game/scripts/act4.rpy	198
act4_scene6_504996b5		What would you do yourself in my position?	game/scripts/act4.rpy	200
act4_scene6_964f7520	donatello	I don't know. She can't just skip it openly.	game/scripts/act4.rpy	202
act4_scene6_be79d1f3	donatello	Either you force her, and see what happens{w=0.25}, or you let her call in sick, maybe?	game/scripts/act4.rpy	204
act4_scene6_0b0902ed	donatello	She could take a sick leave, and you would tell she's got a flu, or something?	game/scripts/act4.rpy	206
act4_scene6_e1decec1	thinking	Should I listen to his advice?	game/scripts/act4.rpy	208
act4_scene7_ad1a5eae	manali	Oh why bother, respected Sir?	game/scripts/act4.rpy	219
act4_scene7_524a1813	manali	One India, many religions.	game/scripts/act4.rpy	221
act4_scene7_c4458800	thinking	I-I didn't expect this. She's surprising me this time.	game/scripts/act4.rpy	223
act4_scene7_6427cc5d	thinking	So this is where she takes a stand?	game/scripts/act4.rpy	225
act4_scene7_0352e404	manali	Why not let Giti be, she can always come later, why the intolerance?	game/scripts/act4.rpy	227
act4_scene7_33568159		It's just that the others won't like this, Manali.	game/scripts/act4.rpy	229
act4_scene7_9d0fa6e8	manali	Abhay Sir, let them talk.	game/scripts/act4.rpy	231
act4_scene7_65bab86a	manali	why is it that we always hurt the feelings of someone in this company?	game/scripts/act4.rpy	233
act4_scene7_382f802b		I wish this could be as simple as that, Manali.	game/scripts/act4.rpy	235
act4_scene7_b0b10b42	manali	Of course, this would be more simple if we were all Hindus, Abhay Sir, but this isn’t our reality.	game/scripts/act4.rpy	237
act4_scene7_a27fffd4	manali	This is why we have national holidays for all religions.	game/scripts/act4.rpy	239
act4_scene7_93a3197e		You may have a point here. I need to think about it.	game/scripts/act4.rpy	241
act4_scene8_618c9f67	narration	You decide to write to M. Gopinath about it, and explain the situation. You receive an automatic out-of-the-office answer minutes later, and never hear about it again.	game/scripts/act4.rpy	247
act4_scene8_bd7fc6ba	mail	adnan.gopinath@cryptaloo.com To: abhay.chandrakant@cryptaloo.in Out of the Office I am currently on leave, visiting the jungles of Angkor Wat. I will answer you as soon as I reach my office back. If you have any urgent matter, kindly write to M. Chandrakant at the following email: abhay.chandrakant@cryptaloo.in. Best regards, M. Gopinath	game/scripts/act4.rpy	249
act4_scene9_75adec53		It's not possible, Giti.{w=0.25} We are like one family here.	game/scripts/act4.rpy	264
act4_scene9_2a366557		Surely you can't go away when your family has a function, can you?	game/scripts/act4.rpy	266
act4_scene9_cf88860b	narration	Giti looks at you with anger.	game/scripts/act4.rpy	268
act4_scene9_b15d41b0	giti	My family would respect my religion, Abhay Sir.	game/scripts/act4.rpy	270
act4_scene9_117d957f		As we all do, as we all do{w=0.25}, but it's not only about religion.	game/scripts/act4.rpy	272
act4_scene9_49ea7b81		It's about being together, and participating.	game/scripts/act4.rpy	274
act4_scene9_a53f54ef		This is why I can't have you running away at an important time for the company, I'm sure you understand.	game/scripts/act4.rpy	276
act4_scene9_55249118	giti	Not really, Abhay Sir, I-	game/scripts/act4.rpy	278
act4_scene9_40a35650		Now come on.	game/scripts/act4.rpy	280
act4_scene9_5bc9a048		I'm sure you want to reassure everybody that you belong here.	game/scripts/act4.rpy	282
act4_scene9_85fb4cee	giti	I thought I was belonging already, Abhay Sir.	game/scripts/act4.rpy	284
act4_scene9_0a6bb576		Indeed, indeed, all the more reason why you should come then.	game/scripts/act4.rpy	286
act4_scene9_08238c71	giti	I will not, Sir.	game/scripts/act4.rpy	288
act4_scene9_a20cefa7		...	game/scripts/act4.rpy	290
act4_scene9_163a6604	thinking	She's stubborn, but I will leave her no choice, this is too important.	game/scripts/act4.rpy	292
act4_scene9_d84f10e7		You will, or you will no longer be part of this company.	game/scripts/act4.rpy	294
act4_scene9_46e8ffb3		See you tomorrow.	game/scripts/act4.rpy	296
act4_scene9_5b6110b0	narration	You leave the office.	game/scripts/act4.rpy	298
act4_scene9_72fe5010	thinking	That went well.	game/scripts/act4.rpy	302
act4_scene10_3d4ecb2a	narration	You left her no choice.	game/scripts/act4.rpy	312
act4_scene10_092a8f9e	narration	The next day, Giti doesn’t show up at work.{p} You decide to let it slip, and to welcome her when she finally comes back, but she doesn’t—ever.	game/scripts/act4.rpy	314
act4_scene10_9cd8bd34	narration	Since she was handling just about everything while M. Gopinath’s away, and left without a notice, or a word, her sudden departure threatens your core business, and no one is ready to replace her.	game/scripts/act4.rpy	317
act4_scene10_ae172ba1	narration	 You start looking for a new Chief Secretary, but whoever comes next will need at least six months before he or she can handle Giti’s work efficiently. Let’s hope you can paper over the problems until the new CEO arrives, you want to make a good impression.	game/scripts/act4.rpy	319
act4_scene11_ff53b654		I think I have found a solution, Giti.	game/scripts/act4.rpy	332
act4_scene11_d89cc2a3	giti	Yes, Abhay Sir?	game/scripts/act4.rpy	334
act4_scene11_326212fd		I understand that you don’t want to participate in the ceremony, but from what I’ve gathered, it’s not so easy for everyone to accept that.	game/scripts/act4.rpy	336
act4_scene11_636adae8	giti	What's so difficult to accept, Abhay Sir?	game/scripts/act4.rpy	338
act4_scene11_305152ef		Oh you know very well, Giti, please, let me help you with this.	game/scripts/act4.rpy	340
act4_scene11_609749df	giti	I am listening, Abhay Sir.	game/scripts/act4.rpy	342
act4_scene11_9264ad94		Let’s just say you caught a flu{w=0.25}, or something, you know,{w=0.25} call in sick, and take a leave tomorrow so that you can skip the blessing.	game/scripts/act4.rpy	344
act4_scene11_fcc3397a	giti	But, Sir, everybody will know that I have no flu, and that I just want to avoid the blessing.	game/scripts/act4.rpy	346
act4_scene11_478d3838		Yes, but you can always pretend that you were sick to save face.	game/scripts/act4.rpy	348
act4_scene11_48abe222	giti	But this wouldn’t be the truth, and…	game/scripts/act4.rpy	350
act4_scene11_9ee40137	giti	…	game/scripts/act4.rpy	352
act4_scene11_4ebfe178	giti	I understand, Abhay Sir, I will stay home tomorrow.	game/scripts/act4.rpy	354
act4_scene12_338168b1		You can have the religion you like, Giti, and I respect that.	game/scripts/act4.rpy	364
act4_scene12_a0fd72b3	narration	She nods.	game/scripts/act4.rpy	366
act4_scene12_51cb414f		When the Brahmin will come, just go drink a chai downstairs, or whatever, okay?	game/scripts/act4.rpy	368
act4_scene12_0b6cfdda		Let’s not make a big issue of this, there’s nothing to worry about.	game/scripts/act4.rpy	370
act4_scene12_78e0b707	giti	I appreciate it, Abhay Sir.	game/scripts/act4.rpy	372
act4_scene12_09f8a581		It’s not just me, it’s the Law, Giti, we must abide with the freedom of conscience, and religion.	game/scripts/act4.rpy	374
act4_scene12_c1b9bc15		I don’t even see how that could be a problem for anyone, we’re not an ashram here.	game/scripts/act4.rpy	376
act4_scene12_15406696	narration	She laughs, then seems to ponder something.	game/scripts/act4.rpy	378
act4_scene12_579f01be		What's the matter, Giti?	game/scripts/act4.rpy	380
act4_scene12_3d85c00a		Nothing, it’s nothing Abhay Sir, thank you.	game/scripts/act4.rpy	382
act4_scene12_1169d08a	narration	And with that, she salutes you with her hands joined, and leaves your office.	game/scripts/act4.rpy	384
act4_scene13_06023540	narration	As planned, Giti doesn’t show up on the next day.	game/scripts/act4.rpy	391
act4_scene13_0c72dd98	narration	With everyone busy watching the Brahmin, or singing mantras, and prayers, her absence didn’t seem to be noticed. If it was, everyone was tactful enough to avoid mentioning it, at the very least. {/i}Problem solved!{i} You congratulate yourself.	game/scripts/act4.rpy	393
act4_scene13_73fa0b7c	narration	The morning following the ceremony, however, as you fetch your tea and whistle {/i}You are my Soniya{i} on your way, you find Giti waiting for you in front of your office.	game/scripts/act4.rpy	395
act4_scene13_77ee0967	thinking	{/i}Again?{i}	game/scripts/act4.rpy	397
act4_scene13_b25b8e5e	narration	You let her in.	game/scripts/act4.rpy	399
act4_scene13_4c21a608		What can I do for you, Giti Madam?	game/scripts/act4.rpy	403
act4_scene13_9e83900e	giti	Abhay Sir, I was thinking.	game/scripts/act4.rpy	405
act4_scene13_24325400		Good, I approve this, we should be thinking more!	game/scripts/act4.rpy	407
act4_scene13_1113b688	giti	Yes, Abhay Sir.	game/scripts/act4.rpy	409
act4_scene13_6e00715c		I was kidding, Giti, please tell me.	game/scripts/act4.rpy	411
act4_scene13_dff32b8c	giti	You know, Sir, since we were talking about it the other day, I thought I needed to tell you everything.	game/scripts/act4.rpy	413
act4_scene13_a49469d7		About what?	game/scripts/act4.rpy	415
